Index;PartNumber;Material;ID_nom;OD_nom;Len;Weight;ID_pic;OD_pic
13960;7001780222155;Max H-Pur | FDA;178.0;222.0;155;3.02;;
13961;7001780230155;Max H-Pur | FDA;178.0;230.0;155;3.591;;
13962;7001780238155;Max H-Pur | FDA;178.0;238.0;155;4.182;;
13963;7001780246155;Max H-Pur | FDA;178.0;246.0;155;4.794;;
13964;7001860206155;Max H-Pur | FDA;186.0;206.0;155;1.5;;
13965;7001860214155;Max H-Pur | FDA;186.0;214.0;155;2.031;;
13966;7001860222155;Max H-Pur | FDA;186.0;222.0;155;2.582;;
13967;7001860230155;Max H-Pur | FDA;186.0;230.0;155;3.153;;
13968;7001860238155;Max H-Pur | FDA;186.0;238.0;155;3.744;;
13969;7001860246155;Max H-Pur | FDA;186.0;246.0;155;4.356;;
13970;7001860254155;Max H-Pur | FDA;186.0;254.0;155;4.988;;
13971;7001940214155;Max H-Pur | FDA;194.0;214.0;155;1.573;;
13972;7001940222155;Max H-Pur | FDA;194.0;222.0;155;2.124;;
13973;7001940230155;Max H-Pur | FDA;194.0;230.0;155;2.695;;
13974;7001940238155;Max H-Pur | FDA;194.0;238.0;155;3.287;;
13975;7001940246155;Max H-Pur | FDA;194.0;246.0;155;3.898;;
13976;7001940254155;Max H-Pur | FDA;194.0;254.0;155;4.53;;
13977;7001940265155;Max H-Pur | FDA;194.0;265.0;155;5.432;;
13978;7002020222155;Max H-Pur | FDA;202.0;222.0;155;1.648;;
13979;7002020230155;Max H-Pur | FDA;202.0;230.0;155;2.219;;
13980;7002020238155;Max H-Pur | FDA;202.0;238.0;155;2.81;;
13981;7002020246155;Max H-Pur | FDA;202.0;246.0;155;3.422;;
13982;7002020254155;Max H-Pur | FDA;202.0;254.0;155;4.054;;
13983;7002020265155;Max H-Pur | FDA;202.0;265.0;155;4.956;;
13984;7002020275155;Max H-Pur | FDA;202.0;275.0;155;5.809;;
13985;7002040248155;Max H-Pur | FDA;204.0;248.0;155;3.456;;
13986;7002040266155;Max H-Pur | FDA;204.0;266.0;155;4.917;;
13987;7002040284155;Max H-Pur | FDA;204.0;284.0;155;6.481;;
13988;7002040300155;Max H-Pur | FDA;204.0;300.0;155;7.957;;
13989;7002100230155;Max H-Pur | FDA;210.0;230.0;155;1.723;;
13990;7002100238155;Max H-Pur | FDA;210.0;238.0;155;2.314;;
13991;7002100246155;Max H-Pur | FDA;210.0;246.0;155;2.926;;
13992;7002100254155;Max H-Pur | FDA;210.0;254.0;155;3.558;;
13993;7002100265155;Max H-Pur | FDA;210.0;265.0;155;4.46;;
13994;7002100275155;Max H-Pur | FDA;210.0;275.0;155;5.313;;
13995;7002180238155;Max H-Pur | FDA;218.0;238.0;155;1.799;;
13996;7002180246155;Max H-Pur | FDA;218.0;246.0;155;2.411;;
13997;7002180254155;Max H-Pur | FDA;218.0;254.0;155;3.043;;
13998;7002180265155;Max H-Pur | FDA;218.0;265.0;155;3.945;;
13999;7002180275155;Max H-Pur | FDA;218.0;275.0;155;4.798;;
14000;7002180284155;Max H-Pur | FDA;218.0;284.0;155;5.592;;
14001;7002200238155;Max H-Pur | FDA;220.0;238.0;155;1.668;;
14002;7002200246155;Max H-Pur | FDA;220.0;246.0;155;2.279;;
14003;7002200254155;Max H-Pur | FDA;220.0;254.0;155;2.911;;
14004;7002200265155;Max H-Pur | FDA;220.0;265.0;155;3.813;;
14005;7002200275155;Max H-Pur | FDA;220.0;275.0;155;4.666;;
14006;7002250246155;Max H-Pur | FDA;225.0;246.0;155;1.945;;
14007;7002250254155;Max H-Pur | FDA;225.0;254.0;155;2.576;;
14008;7002250265155;Max H-Pur | FDA;225.0;265.0;155;3.478;;
14009;7002250275155;Max H-Pur | FDA;225.0;275.0;155;4.331;;
14010;7002250284155;Max H-Pur | FDA;225.0;284.0;155;5.126;;
14011;7002250295155;Max H-Pur | FDA;225.0;295.0;155;6.132;;
